text,label
"Sale Deed for property bearing Survey No 4501, Nagpur. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Grocery shopping list: milk, eggs, bread.",invalid
Invoice for mobile phone purchase.,invalid
Lease Agreement for Plot No 453 in Nagpur. Signed between Suresh Joshi and Government of Maharashtra.,real_estate
Photo of a sunset over the beach.,invalid
"Pr0perty Reg!stration Documnt: Plot No 227, Survey No 6661, locatd at Nagpur. No stamp duty found.",fake
"Sale Deed?? for propety Survey No 4770, Nagpur. Owner: Priya Desai. Signature mismatch.",fake
University admission letter for Bachelor of Science.,invalid
Lease Agreement for Plot No 99 in Shirpur. Signed between Suresh Joshi and Government of Maharashtra.,real_estate
University admission letter for Bachelor of Science.,invalid
Invoice for mobile phone purchase.,invalid
University admission letter for Bachelor of Science.,invalid
"Property Registration Document: Plot No 119, Survey No 7275, located at Nashik. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 402, Pune. Missing notary stamp. Signed by Anil Sharma.",fake
"Pr0perty Reg!stration Documnt: Plot No 307, Survey No 1653, locatd at Mumbai. No stamp duty found.",fake
"Sale Deed for property bearing Survey No 4598, Pune. Owner: Ramesh Patil. Registered at Sub-Registrar Office.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 8, Survey No 6869, locatd at Nashik. No stamp duty found.",fake
"Sale Deed?? for propety Survey No 4090, Nashik. Owner: Anil Sharma. Signature mismatch.",fake
Photo of a sunset over the beach.,invalid
"Sale Deed?? for propety Survey No 5952, Shirpur. Owner: Suresh Joshi. Signature mismatch.",fake
"Sale Deed?? for propety Survey No 5640, Nagpur. Owner: Anil Sharma. Signature mismatch.",fake
Invoice for mobile phone purchase.,invalid
"Property Registration Document: Plot No 213, Survey No 7678, located at Pune. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
"Sale Deed?? for propety Survey No 8699, Pune. Owner: Ramesh Patil. Signature mismatch.",fake
University admission letter for Bachelor of Science.,invalid
Photo of a sunset over the beach.,invalid
"Sale Deed for property bearing Survey No 2545, Shirpur. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 294, Survey No 5658, locatd at Mumbai. No stamp duty found.",fake
"Pr0perty Reg!stration Documnt: Plot No 439, Survey No 7730, locatd at Shirpur. No stamp duty found.",fake
Lease Agreement for Plot No 99 in Pune. Signed between Priya Desai and Government of Maharashtra.,real_estate
University admission letter for Bachelor of Science.,invalid
"Property Registration Document: Plot No 56, Survey No 8119, located at Pune. Registered owner: Priya Desai. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 494, Shirpur. Missing notary stamp. Signed by Anil Sharma.",fake
Lease Agreement for Plot No 414 in Shirpur. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Lease Agreement for Plot No 195, Mumbai. Missing notary stamp. Signed by Priya Desai.",fake
"Property Registration Document: Plot No 195, Survey No 1035, located at Mumbai. Registered owner: Priya Desai. Stamp duty paid.",real_estate
University admission letter for Bachelor of Science.,invalid
"Pr0perty Reg!stration Documnt: Plot No 148, Survey No 5632, locatd at Mumbai. No stamp duty found.",fake
"Sale Deed?? for propety Survey No 8432, Pune. Owner: Suresh Joshi. Signature mismatch.",fake
"Sale Deed?? for propety Survey No 9847, Mumbai. Owner: Anil Sharma. Signature mismatch.",fake
"Pr0perty Reg!stration Documnt: Plot No 73, Survey No 1502, locatd at Shirpur. No stamp duty found.",fake
"Sale Deed for property bearing Survey No 7211, Pune. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
Photo of a sunset over the beach.,invalid
"Lease Agreement for Plot No 8, Shirpur. Missing notary stamp. Signed by Suresh Joshi.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
Photo of a sunset over the beach.,invalid
"Pr0perty Reg!stration Documnt: Plot No 237, Survey No 2924, locatd at Nashik. No stamp duty found.",fake
"Sale Deed for property bearing Survey No 5803, Nagpur. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 310, Shirpur. Missing notary stamp. Signed by Ramesh Patil.",fake
This is a recipe for making masala dosa.,invalid
"Grocery shopping list: milk, eggs, bread.",invalid
"Property Registration Document: Plot No 390, Survey No 9727, located at Nashik. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 129, Shirpur. Missing notary stamp. Signed by Suresh Joshi.",fake
"Sale Deed?? for propety Survey No 2768, Mumbai. Owner: Anil Sharma. Signature mismatch.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
Lease Agreement for Plot No 435 in Pune. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Pr0perty Reg!stration Documnt: Plot No 241, Survey No 5342, locatd at Pune. No stamp duty found.",fake
University admission letter for Bachelor of Science.,invalid
"Pr0perty Reg!stration Documnt: Plot No 406, Survey No 6039, locatd at Nagpur. No stamp duty found.",fake
Lease Agreement for Plot No 58 in Pune. Signed between Suresh Joshi and Government of Maharashtra.,real_estate
"Sale Deed?? for propety Survey No 1919, Pune. Owner: Priya Desai. Signature mismatch.",fake
"Property Registration Document: Plot No 182, Survey No 5232, located at Pune. Registered owner: Priya Desai. Stamp duty paid.",real_estate
Lease Agreement for Plot No 217 in Shirpur. Signed between Ramesh Patil and Government of Maharashtra.,real_estate
"Sale Deed for property bearing Survey No 5471, Mumbai. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 216, Shirpur. Missing notary stamp. Signed by Ramesh Patil.",fake
"Sale Deed for property bearing Survey No 6881, Pune. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 212, Survey No 6553, locatd at Mumbai. No stamp duty found.",fake
"Sale Deed?? for propety Survey No 3001, Mumbai. Owner: Ramesh Patil. Signature mismatch.",fake
Invoice for mobile phone purchase.,invalid
"Sale Deed for property bearing Survey No 6038, Nashik. Owner: Ramesh Patil. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 387, Shirpur. Missing notary stamp. Signed by Ramesh Patil.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
University admission letter for Bachelor of Science.,invalid
Lease Agreement for Plot No 82 in Nagpur. Signed between Ramesh Patil and Government of Maharashtra.,real_estate
"Sale Deed for property bearing Survey No 6147, Nashik. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 151, Survey No 4630, locatd at Mumbai. No stamp duty found.",fake
University admission letter for Bachelor of Science.,invalid
Lease Agreement for Plot No 313 in Pune. Signed between Ramesh Patil and Government of Maharashtra.,real_estate
Lease Agreement for Plot No 377 in Shirpur. Signed between Priya Desai and Government of Maharashtra.,real_estate
University admission letter for Bachelor of Science.,invalid
Invoice for mobile phone purchase.,invalid
"Lease Agreement for Plot No 63, Pune. Missing notary stamp. Signed by Anil Sharma.",fake
"Property Registration Document: Plot No 39, Survey No 3442, located at Nagpur. Registered owner: Ramesh Patil. Stamp duty paid.",real_estate
"Property Registration Document: Plot No 411, Survey No 8612, located at Nagpur. Registered owner: Priya Desai. Stamp duty paid.",real_estate
Lease Agreement for Plot No 277 in Pune. Signed between Suresh Joshi and Government of Maharashtra.,real_estate
Photo of a sunset over the beach.,invalid
"Property Registration Document: Plot No 37, Survey No 1964, located at Nashik. Registered owner: Ramesh Patil. Stamp duty paid.",real_estate
Lease Agreement for Plot No 217 in Shirpur. Signed between Ramesh Patil and Government of Maharashtra.,real_estate
Photo of a sunset over the beach.,invalid
"Grocery shopping list: milk, eggs, bread.",invalid
Lease Agreement for Plot No 108 in Nashik. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Lease Agreement for Plot No 371, Nagpur. Missing notary stamp. Signed by Priya Desai.",fake
"Property Registration Document: Plot No 143, Survey No 8385, located at Nashik. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
"Grocery shopping list: milk, eggs, bread.",invalid
Invoice for mobile phone purchase.,invalid
"Sale Deed for property bearing Survey No 3143, Pune. Owner: Suresh Joshi. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 220, Nagpur. Missing notary stamp. Signed by Ramesh Patil.",fake
"Sale Deed for property bearing Survey No 2604, Shirpur. Owner: Ramesh Patil. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 484, Mumbai. Missing notary stamp. Signed by Ramesh Patil.",fake
"Sale Deed for property bearing Survey No 5374, Shirpur. Owner: Suresh Joshi. Registered at Sub-Registrar Office.",real_estate
Lease Agreement for Plot No 123 in Mumbai. Signed between Ramesh Patil and Government of Maharashtra.,real_estate
University admission letter for Bachelor of Science.,invalid
"Property Registration Document: Plot No 441, Survey No 6413, located at Shirpur. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 15, Survey No 4920, locatd at Nashik. No stamp duty found.",fake
Lease Agreement for Plot No 485 in Nagpur. Signed between Anil Sharma and Government of Maharashtra.,real_estate
"Sale Deed?? for propety Survey No 6153, Pune. Owner: Priya Desai. Signature mismatch.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
"Sale Deed?? for propety Survey No 9327, Nashik. Owner: Ramesh Patil. Signature mismatch.",fake
Lease Agreement for Plot No 175 in Pune. Signed between Anil Sharma and Government of Maharashtra.,real_estate
"Pr0perty Reg!stration Documnt: Plot No 370, Survey No 3361, locatd at Mumbai. No stamp duty found.",fake
"Sale Deed for property bearing Survey No 6977, Nashik. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Sale Deed?? for propety Survey No 9922, Nashik. Owner: Suresh Joshi. Signature mismatch.",fake
University admission letter for Bachelor of Science.,invalid
"Property Registration Document: Plot No 431, Survey No 5543, located at Nagpur. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
Lease Agreement for Plot No 335 in Shirpur. Signed between Anil Sharma and Government of Maharashtra.,real_estate
"Sale Deed?? for propety Survey No 3344, Nashik. Owner: Anil Sharma. Signature mismatch.",fake
Lease Agreement for Plot No 227 in Nagpur. Signed between Ramesh Patil and Government of Maharashtra.,real_estate
"Pr0perty Reg!stration Documnt: Plot No 90, Survey No 5347, locatd at Shirpur. No stamp duty found.",fake
"Lease Agreement for Plot No 152, Mumbai. Missing notary stamp. Signed by Priya Desai.",fake
"Property Registration Document: Plot No 357, Survey No 5941, located at Nagpur. Registered owner: Ramesh Patil. Stamp duty paid.",real_estate
University admission letter for Bachelor of Science.,invalid
"Sale Deed for property bearing Survey No 8953, Nashik. Owner: Suresh Joshi. Registered at Sub-Registrar Office.",real_estate
This is a recipe for making masala dosa.,invalid
"Sale Deed for property bearing Survey No 5915, Mumbai. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Sale Deed?? for propety Survey No 6931, Nagpur. Owner: Ramesh Patil. Signature mismatch.",fake
"Sale Deed for property bearing Survey No 4502, Mumbai. Owner: Ramesh Patil. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 247, Shirpur. Missing notary stamp. Signed by Priya Desai.",fake
"Lease Agreement for Plot No 254, Mumbai. Missing notary stamp. Signed by Ramesh Patil.",fake
"Lease Agreement for Plot No 33, Pune. Missing notary stamp. Signed by Anil Sharma.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
Lease Agreement for Plot No 441 in Shirpur. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Sale Deed for property bearing Survey No 6363, Nashik. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
This is a recipe for making masala dosa.,invalid
This is a recipe for making masala dosa.,invalid
Lease Agreement for Plot No 87 in Pune. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Property Registration Document: Plot No 92, Survey No 6442, located at Mumbai. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 42, Nagpur. Missing notary stamp. Signed by Anil Sharma.",fake
"Pr0perty Reg!stration Documnt: Plot No 65, Survey No 5505, locatd at Nagpur. No stamp duty found.",fake
"Pr0perty Reg!stration Documnt: Plot No 65, Survey No 4362, locatd at Shirpur. No stamp duty found.",fake
"Lease Agreement for Plot No 227, Nashik. Missing notary stamp. Signed by Priya Desai.",fake
"Sale Deed for property bearing Survey No 9548, Pune. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 68, Pune. Missing notary stamp. Signed by Priya Desai.",fake
"Sale Deed?? for propety Survey No 5712, Nagpur. Owner: Suresh Joshi. Signature mismatch.",fake
"Lease Agreement for Plot No 42, Mumbai. Missing notary stamp. Signed by Anil Sharma.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
"Sale Deed?? for propety Survey No 7690, Pune. Owner: Priya Desai. Signature mismatch.",fake
"Sale Deed for property bearing Survey No 1006, Pune. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 240, Survey No 2233, locatd at Nashik. No stamp duty found.",fake
Invoice for mobile phone purchase.,invalid
"Sale Deed for property bearing Survey No 9947, Nagpur. Owner: Suresh Joshi. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 334, Mumbai. Missing notary stamp. Signed by Anil Sharma.",fake
"Sale Deed for property bearing Survey No 4388, Mumbai. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 196, Survey No 6881, locatd at Nagpur. No stamp duty found.",fake
"Sale Deed for property bearing Survey No 5397, Pune. Owner: Suresh Joshi. Registered at Sub-Registrar Office.",real_estate
Photo of a sunset over the beach.,invalid
"Lease Agreement for Plot No 493, Pune. Missing notary stamp. Signed by Anil Sharma.",fake
"Sale Deed for property bearing Survey No 6763, Pune. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Grocery shopping list: milk, eggs, bread.",invalid
This is a recipe for making masala dosa.,invalid
"Pr0perty Reg!stration Documnt: Plot No 241, Survey No 9502, locatd at Mumbai. No stamp duty found.",fake
"Sale Deed?? for propety Survey No 1606, Nashik. Owner: Priya Desai. Signature mismatch.",fake
"Sale Deed for property bearing Survey No 3266, Nagpur. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 131, Pune. Missing notary stamp. Signed by Ramesh Patil.",fake
Photo of a sunset over the beach.,invalid
"Sale Deed for property bearing Survey No 4269, Mumbai. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Grocery shopping list: milk, eggs, bread.",invalid
Invoice for mobile phone purchase.,invalid
This is a recipe for making masala dosa.,invalid
"Sale Deed for property bearing Survey No 2771, Mumbai. Owner: Ramesh Patil. Registered at Sub-Registrar Office.",real_estate
"Property Registration Document: Plot No 158, Survey No 6974, located at Shirpur. Registered owner: Priya Desai. Stamp duty paid.",real_estate
Photo of a sunset over the beach.,invalid
Invoice for mobile phone purchase.,invalid
"Sale Deed for property bearing Survey No 3584, Mumbai. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
University admission letter for Bachelor of Science.,invalid
This is a recipe for making masala dosa.,invalid
"Lease Agreement for Plot No 492, Nashik. Missing notary stamp. Signed by Suresh Joshi.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
"Property Registration Document: Plot No 336, Survey No 9179, located at Mumbai. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
University admission letter for Bachelor of Science.,invalid
Photo of a sunset over the beach.,invalid
"Sale Deed?? for propety Survey No 5176, Pune. Owner: Suresh Joshi. Signature mismatch.",fake
This is a recipe for making masala dosa.,invalid
"Lease Agreement for Plot No 2, Nashik. Missing notary stamp. Signed by Suresh Joshi.",fake
"Property Registration Document: Plot No 475, Survey No 4872, located at Nashik. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
Photo of a sunset over the beach.,invalid
"Lease Agreement for Plot No 486, Shirpur. Missing notary stamp. Signed by Suresh Joshi.",fake
"Property Registration Document: Plot No 302, Survey No 4770, located at Nagpur. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Property Registration Document: Plot No 350, Survey No 5088, located at Shirpur. Registered owner: Priya Desai. Stamp duty paid.",real_estate
"Property Registration Document: Plot No 381, Survey No 3546, located at Pune. Registered owner: Priya Desai. Stamp duty paid.",real_estate
Lease Agreement for Plot No 147 in Pune. Signed between Priya Desai and Government of Maharashtra.,real_estate
Lease Agreement for Plot No 384 in Nagpur. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Sale Deed?? for propety Survey No 2592, Nashik. Owner: Suresh Joshi. Signature mismatch.",fake
University admission letter for Bachelor of Science.,invalid
"Pr0perty Reg!stration Documnt: Plot No 283, Survey No 2229, locatd at Nashik. No stamp duty found.",fake
"Property Registration Document: Plot No 286, Survey No 5082, located at Shirpur. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
Lease Agreement for Plot No 98 in Shirpur. Signed between Anil Sharma and Government of Maharashtra.,real_estate
University admission letter for Bachelor of Science.,invalid
"Grocery shopping list: milk, eggs, bread.",invalid
"Property Registration Document: Plot No 374, Survey No 8527, located at Nagpur. Registered owner: Ramesh Patil. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 429, Pune. Missing notary stamp. Signed by Ramesh Patil.",fake
"Lease Agreement for Plot No 129, Shirpur. Missing notary stamp. Signed by Ramesh Patil.",fake
"Lease Agreement for Plot No 36, Pune. Missing notary stamp. Signed by Suresh Joshi.",fake
This is a recipe for making masala dosa.,invalid
University admission letter for Bachelor of Science.,invalid
Lease Agreement for Plot No 174 in Nashik. Signed between Suresh Joshi and Government of Maharashtra.,real_estate
"Pr0perty Reg!stration Documnt: Plot No 461, Survey No 2323, locatd at Pune. No stamp duty found.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
Photo of a sunset over the beach.,invalid
"Grocery shopping list: milk, eggs, bread.",invalid
Invoice for mobile phone purchase.,invalid
Invoice for mobile phone purchase.,invalid
"Property Registration Document: Plot No 276, Survey No 4492, located at Nagpur. Registered owner: Priya Desai. Stamp duty paid.",real_estate
"Grocery shopping list: milk, eggs, bread.",invalid
"Lease Agreement for Plot No 486, Shirpur. Missing notary stamp. Signed by Suresh Joshi.",fake
Invoice for mobile phone purchase.,invalid
Photo of a sunset over the beach.,invalid
"Pr0perty Reg!stration Documnt: Plot No 497, Survey No 7622, locatd at Nagpur. No stamp duty found.",fake
"Pr0perty Reg!stration Documnt: Plot No 93, Survey No 5477, locatd at Pune. No stamp duty found.",fake
"Lease Agreement for Plot No 99, Shirpur. Missing notary stamp. Signed by Suresh Joshi.",fake
Lease Agreement for Plot No 479 in Nashik. Signed between Anil Sharma and Government of Maharashtra.,real_estate
Invoice for mobile phone purchase.,invalid
"Grocery shopping list: milk, eggs, bread.",invalid
"Property Registration Document: Plot No 478, Survey No 6718, located at Shirpur. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 150, Pune. Missing notary stamp. Signed by Anil Sharma.",fake
This is a recipe for making masala dosa.,invalid
Invoice for mobile phone purchase.,invalid
Photo of a sunset over the beach.,invalid
